year,day,month,Q
1987,18,Aug,66.5
1987,19,Aug,186
1987,20,Aug,327.2
1987,21,Aug,265.8
1987,22,Aug,173.8
1987,23,Aug,144.4
1987,24,Aug,269
1987,25,Aug,546.8
1987,26,Aug,526.1
1987,27,Aug,432
1987,28,Aug,270.7
1987,29,Aug,180.4
1987,30,Aug,126.4
1987,31,Aug,86.4
1988,1,Aug,65.7
1988,2,Aug,81
1988,3,Aug,92.4
1988,4,Aug,65.7
1988,5,Aug,51.2
1988,6,Aug,45.1
1988,7,Aug,40.75
1988,8,Aug,40.75
1988,9,Aug,39.3
1988,10,Aug,42.2
1988,11,Aug,46.55
1988,12,Aug,40.75
1988,13,Aug,34.95
1988,14,Aug,32.25
1988,15,Aug,37.85
1988,16,Aug,69.1
1988,17,Aug,106
1988,18,Aug,136.4
1988,19,Aug,144.2
1988,20,Aug,126.25
1988,21,Aug,136.4
1988,22,Aug,137.7
1988,23,Aug,116
1988,24,Aug,90.5
1988,25,Aug,75.9
1988,26,Aug,70.8
1988,27,Aug,106
1988,28,Aug,139
1988,29,Aug,150.7
1988,30,Aug,126.25
1988,31,Aug,102
1989,1,Aug,44.4
1989,2,Aug,52.6
1989,3,Aug,40.5
1989,4,Aug,37.9
1989,5,Aug,34
1989,6,Aug,36.6
1989,7,Aug,41.8
1989,8,Aug,40.5
1989,9,Aug,32.85
1989,10,Aug,34
1989,11,Aug,71.5
1989,12,Aug,84
1989,13,Aug,56.8
1989,14,Aug,39.2
1989,15,Aug,35.3
1989,16,Aug,37.9
1989,17,Aug,43.1
1989,18,Aug,43.1
1989,19,Aug,36.6
1989,20,Aug,34
1989,21,Aug,37.9
1989,22,Aug,43.1
1989,23,Aug,36.6
1989,24,Aug,39.2
1989,25,Aug,39.2
1989,26,Aug,58.2
1989,27,Aug,106.4
1989,28,Aug,87.2
1989,29,Aug,67
1989,30,Aug,80.8
1989,31,Aug,93.8
1990,1,Aug,85.5
1990,2,Aug,96.2
1990,3,Aug,87
1990,4,Aug,66.4
1990,5,Aug,64.95
1990,6,Aug,55.4
1990,7,Aug,47.5
1990,8,Aug,42.5
1990,9,Aug,38.75
1990,10,Aug,34.2
1990,11,Aug,32
1990,12,Aug,35.3
1990,13,Aug,45
1990,14,Aug,46.25
1990,15,Aug,40
1990,16,Aug,38.75
1990,17,Aug,35.3
1990,18,Aug,29.8
1990,19,Aug,27.6
1990,20,Aug,24.8
1990,21,Aug,20.55
1990,22,Aug,18.85
1990,23,Aug,18
1990,24,Aug,18
1990,25,Aug,17.35
1990,26,Aug,18.85
1990,27,Aug,23.1
1990,28,Aug,28.7
1990,29,Aug,28.7
1990,30,Aug,55.4
1990,31,Aug,139.2
1991,1,Aug,32.8
1991,2,Aug,37.8
1991,3,Aug,34.4
1991,4,Aug,35.2
1991,5,Aug,32
1991,6,Aug,27.3
1991,7,Aug,23.1
1991,8,Aug,23.8
1991,9,Aug,25.2
1991,10,Aug,23.8
1991,11,Aug,23.8
1991,12,Aug,22.4
1991,13,Aug,25.2
1991,14,Aug,32.8
1991,15,Aug,39.6
1991,16,Aug,43.2
1991,17,Aug,39.6
1991,18,Aug,58.3
1991,19,Aug,84.6
1991,20,Aug,71.2
1991,21,Aug,61.6
1991,22,Aug,56.1
1991,23,Aug,51
1991,24,Aug,50
1991,25,Aug,50
1991,26,Aug,61.6
1991,27,Aug,77.7
1991,28,Aug,109.6
1991,29,Aug,108
1991,30,Aug,77.7
1991,31,Aug,80.4
1992,1,Aug,70.4
1992,2,Aug,75.8
1992,3,Aug,81.2
1992,4,Aug,65
1992,5,Aug,43.4
1992,6,Aug,70.4
1992,7,Aug,111.5
1992,8,Aug,103.9
1992,9,Aug,65
1992,10,Aug,44.8
1992,11,Aug,35.34
1992,12,Aug,36.4
1992,13,Aug,34.28
1992,14,Aug,27.92
1992,15,Aug,27.92
1992,16,Aug,34.28
1992,17,Aug,31.1
1992,18,Aug,25.8
1992,19,Aug,22.68
1992,20,Aug,21.12
1992,21,Aug,20.34
1992,22,Aug,18.78
1992,23,Aug,18
1992,24,Aug,18.78
1992,25,Aug,23.46
1992,26,Aug,23.46
1992,27,Aug,28.98
1992,28,Aug,33.22
1992,29,Aug,27.92
1992,30,Aug,23.46
1992,31,Aug,21.12
1993,1,Aug,16.5
1993,2,Aug,12
1993,3,Aug,11.3
1993,4,Aug,12.9
1993,5,Aug,12
1993,6,Aug,14.7
1993,7,Aug,13.8
1993,8,Aug,11.3
1993,9,Aug,9.9
1993,10,Aug,9.2
1993,11,Aug,8.5
1993,12,Aug,7.8
1993,13,Aug,7.8
1993,14,Aug,7.8
1993,15,Aug,7.8
1993,16,Aug,7.8
1993,17,Aug,9.2
1993,18,Aug,9.9
1993,19,Aug,12
1993,20,Aug,17.4
1993,21,Aug,20.1
1993,22,Aug,18.3
1993,23,Aug,20.1
1993,24,Aug,28
1993,25,Aug,51.6
1993,26,Aug,48
1993,27,Aug,35.4
1993,28,Aug,27
1993,29,Aug,25
1993,30,Aug,25
1993,31,Aug,36.5
1994,1,Aug,138.9
1994,2,Aug,253.2
1994,3,Aug,274
1994,4,Aug,222
1994,5,Aug,173.6
1994,6,Aug,140.2
1994,7,Aug,128.5
1994,8,Aug,119.4
1994,9,Aug,118.1
1994,10,Aug,106.4
1994,11,Aug,94.4
1994,12,Aug,75.35
1994,13,Aug,62.91
1994,14,Aug,51.78
1994,15,Aug,62.91
1994,16,Aug,129.8
1994,17,Aug,180.6
1994,18,Aug,193.5
1994,19,Aug,216
1994,20,Aug,270.8
1994,21,Aug,448
1994,22,Aug,509.2
1994,23,Aug,395.3
1994,24,Aug,296.4
1994,25,Aug,293.2
1994,26,Aug,359.6
1994,27,Aug,376.6
1994,28,Aug,380
1994,29,Aug,347.7
1994,30,Aug,318.8
1994,31,Aug,351.1
1995,1,Aug,160.2
1995,2,Aug,403.3
1995,3,Aug,461.4
1995,4,Aug,298
1995,5,Aug,179.8
1995,6,Aug,135.2
1995,7,Aug,130
1995,8,Aug,163
1995,9,Aug,247.5
1995,10,Aug,222
1995,11,Aug,185.4
1995,12,Aug,160.2
1995,13,Aug,140.4
1995,14,Aug,152.1
1995,15,Aug,160.2
1995,16,Aug,137.8
1995,17,Aug,163
1995,18,Aug,195.2
1995,19,Aug,201
1995,20,Aug,178.4
1995,21,Aug,132.6
1995,22,Aug,136.5
1995,23,Aug,153.4
1995,24,Aug,192.4
1995,25,Aug,205.5
1995,26,Aug,168.6
1995,27,Aug,157.4
1995,28,Aug,160.2
1995,29,Aug,130
1995,30,Aug,106.6
1995,31,Aug,136.5
1996,1,Aug,56.5
1996,2,Aug,52
1996,3,Aug,45.3
1996,4,Aug,42.7
1996,5,Aug,67.15
1996,6,Aug,101.3
1996,7,Aug,100
1996,8,Aug,73.75
1996,9,Aug,53.5
1996,10,Aug,40.1
1996,11,Aug,30
1996,12,Aug,30
1996,13,Aug,35
1996,14,Aug,83.8
1996,15,Aug,102.6
1996,16,Aug,87.4
1996,17,Aug,83.8
1996,18,Aug,73.75
1996,19,Aug,64
1996,20,Aug,83.8
1996,21,Aug,114.3
1996,22,Aug,141.4
1996,23,Aug,122.1
1996,24,Aug,113
1996,25,Aug,137.2
1996,26,Aug,180.6
1996,27,Aug,198.8
1996,28,Aug,180.6
1996,29,Aug,144.2
1996,30,Aug,123.4
1996,31,Aug,106.5
1997,1,Aug,64.1
1997,2,Aug,46.8
1997,3,Aug,40.9
1997,4,Aug,35.15
1997,5,Aug,28.75
1997,6,Aug,24.55
1997,7,Aug,20.65
1997,8,Aug,16.85
1997,9,Aug,16.85
1997,10,Aug,19.7
1997,11,Aug,21.6
1997,12,Aug,25.6
1997,13,Aug,24.55
1997,14,Aug,25.6
1997,15,Aug,27.7
1997,16,Aug,24.55
1997,17,Aug,18.75
1997,18,Aug,23.5
1997,19,Aug,26.65
1997,20,Aug,31.9
1997,21,Aug,24.55
1997,22,Aug,20.65
1997,23,Aug,18.75
1997,24,Aug,18.75
1997,25,Aug,72.5
1997,26,Aug,100.05
1997,27,Aug,89.9
1997,28,Aug,110.2
1997,29,Aug,113.1
1997,30,Aug,102.95
1997,31,Aug,92.8
1998,1,Aug,19.6
1998,2,Aug,17.7
1998,3,Aug,20.55
1998,4,Aug,25.4
1998,5,Aug,25.4
1998,6,Aug,25.4
1998,7,Aug,26.7
1998,8,Aug,24.1
1998,9,Aug,25.4
1998,10,Aug,37.6
1998,11,Aug,46.9
1998,12,Aug,37.6
1998,13,Aug,26.7
1998,14,Aug,21.5
1998,15,Aug,20.55
1998,16,Aug,18.65
1998,17,Aug,18.65
1998,18,Aug,16.75
1998,19,Aug,17.7
1998,20,Aug,20.55
1998,21,Aug,21.5
1998,22,Aug,31.9
1998,23,Aug,43.8
1998,24,Aug,50
1998,25,Aug,56.4
1998,26,Aug,56.4
1998,27,Aug,46.9
1998,28,Aug,36.05
1998,29,Aug,26.7
1998,30,Aug,20.55
1998,31,Aug,19.6
1999,1,Aug,53.64
1999,2,Aug,48.52
1999,3,Aug,35.8
1999,4,Aug,29.8
1999,5,Aug,32.2
1999,6,Aug,39.56
1999,7,Aug,37
1999,8,Aug,29.8
1999,9,Aug,26.2
1999,10,Aug,22.7
1999,11,Aug,23.85
1999,12,Aug,29.8
1999,13,Aug,47.24
1999,14,Aug,52.36
1999,15,Aug,53.64
1999,16,Aug,54.92
1999,17,Aug,48.52
1999,18,Aug,34.6
1999,19,Aug,27.4
1999,20,Aug,28.6
1999,21,Aug,29.8
1999,22,Aug,26.2
1999,23,Aug,22.7
1999,24,Aug,23.85
1999,25,Aug,34.6
1999,26,Aug,57.48
1999,27,Aug,73.32
1999,28,Aug,97.5
1999,29,Aug,120
1999,30,Aug,123.2
1999,31,Aug,97.5
2000,1,Aug,47.85
2000,2,Aug,42.13
2000,3,Aug,35.1
2000,4,Aug,30.9
2000,5,Aug,30.9
2000,6,Aug,33.7
2000,7,Aug,44.99
2000,8,Aug,50.71
2000,9,Aug,69.5
2000,10,Aug,105.4
2000,11,Aug,148.6
2000,12,Aug,119.8
2000,13,Aug,88.8
2000,14,Aug,65.15
2000,15,Aug,53.57
2000,16,Aug,44.99
2000,17,Aug,42.13
2000,18,Aug,43.56
2000,19,Aug,66.6
2000,20,Aug,76.75
2000,21,Aug,65.15
2000,22,Aug,52.14
2000,23,Aug,47.85
2000,24,Aug,52.14
2000,25,Aug,59.35
2000,26,Aug,65.15
2000,27,Aug,69.5
2000,28,Aug,69.5
2000,29,Aug,68.05
2000,30,Aug,72.4
2000,31,Aug,69.5
2001,1,Aug,45.3
2001,2,Aug,45.3
2001,3,Aug,99.5
2001,4,Aug,193
2001,5,Aug,255.6
2001,6,Aug,334.9
2001,7,Aug,244.8
2001,8,Aug,186.6
2001,9,Aug,205.8
2001,10,Aug,189.8
2001,11,Aug,132.2
2001,12,Aug,243
2001,13,Aug,450.8
2001,14,Aug,447
2001,15,Aug,293.4
2001,16,Aug,202.6
2001,17,Aug,156.2
2001,18,Aug,121
2001,19,Aug,101
2001,20,Aug,90.5
2001,21,Aug,74.3
2001,22,Aug,67.05
2001,23,Aug,71.4
2001,24,Aug,65.6
2001,25,Aug,55.45
2001,26,Aug,52.55
2001,27,Aug,48.2
2001,28,Aug,56.9
2001,29,Aug,83
2001,30,Aug,110
2001,31,Aug,125.8
2002,1,Aug,24.68
2002,2,Aug,24.68
2002,3,Aug,23.4
2002,4,Aug,31.12
2002,5,Aug,35.08
2002,6,Aug,43
2002,7,Aug,53.01
2002,8,Aug,55.87
2002,9,Aug,50.15
2002,10,Aug,36.4
2002,11,Aug,36.4
2002,12,Aug,36.4
2002,13,Aug,37.72
2002,14,Aug,39.04
2002,15,Aug,39.04
2002,16,Aug,39.04
2002,17,Aug,39.04
2002,18,Aug,32.44
2002,19,Aug,36.4
2002,20,Aug,39.04
2002,21,Aug,35.08
2002,22,Aug,33.76
2002,23,Aug,64.5
2002,24,Aug,114.03
2002,25,Aug,114.03
2002,26,Aug,122.85
2002,27,Aug,116.97
2002,28,Aug,155.36
2002,29,Aug,243.6
2002,30,Aug,254.8
2002,31,Aug,196.8
2003,1,Aug,30.4
2003,2,Aug,26.4
2003,3,Aug,27.7
2003,4,Aug,43
2003,5,Aug,33.2
2003,6,Aug,26.4
2003,7,Aug,19.9
2003,8,Aug,16
2003,9,Aug,18.6
2003,10,Aug,18.6
2003,11,Aug,17.3
2003,12,Aug,19.9
2003,13,Aug,45.9
2003,14,Aug,57.5
2003,15,Aug,43
2003,16,Aug,31.8
2003,17,Aug,27.7
2003,18,Aug,40.2
2003,19,Aug,54.6
2003,20,Aug,81
2003,21,Aug,90
2003,22,Aug,82.5
2003,23,Aug,66.2
2003,24,Aug,53.15
2003,25,Aug,64.75
2003,26,Aug,76.5
2003,27,Aug,79.5
2003,28,Aug,57.5
2003,29,Aug,47.35
2003,30,Aug,40.2
2003,31,Aug,34.6
2004,1,Aug,131.6
2004,2,Aug,160.2
2004,3,Aug,184.3
2004,4,Aug,184.3
2004,5,Aug,178.6
2004,6,Aug,147.6
2004,7,Aug,114.6
2004,8,Aug,111.2
2004,9,Aug,126.5
2004,10,Aug,133.3
2004,11,Aug,147.6
2004,12,Aug,154.8
2004,13,Aug,172.9
2004,14,Aug,140.4
2004,15,Aug,114.6
2004,16,Aug,111.2
2004,17,Aug,118
2004,18,Aug,114.6
2004,19,Aug,124.8
2004,20,Aug,156.6
2004,21,Aug,153
2004,22,Aug,116.3
2004,23,Aug,102.7
2004,24,Aug,93
2004,25,Aug,89.8
2004,26,Aug,79
2004,27,Aug,73
2004,28,Aug,67.3
2004,29,Aug,65.95
2004,30,Aug,61.9
2004,31,Aug,59.2
2005,1,Aug,64
2005,2,Aug,67.2
2005,3,Aug,85.6
2005,4,Aug,75.4
2005,5,Aug,65.6
2005,6,Aug,56
2005,7,Aug,52.8
2005,8,Aug,52.8
2005,9,Aug,51.2
2005,10,Aug,48
2005,11,Aug,40
2005,12,Aug,43.2
2005,13,Aug,170.75
2005,14,Aug,706.5
2005,15,Aug,652.5
2005,16,Aug,367.6
2005,17,Aug,231.8
2005,18,Aug,188.6
2005,19,Aug,213.8
2005,20,Aug,174.25
2005,21,Aug,125.25
2005,22,Aug,104.3
2005,23,Aug,85.6
2005,24,Aug,72
2005,25,Aug,68.8
2005,26,Aug,78.8
2005,27,Aug,95.8
2005,28,Aug,94.1
2005,29,Aug,94.1
2005,30,Aug,82.2
2005,31,Aug,89
2006,1,Aug,526
2006,2,Aug,433.2
2006,3,Aug,294.6
2006,4,Aug,196.9
2006,5,Aug,156.1
2006,6,Aug,123.8
2006,7,Aug,114.2
2006,8,Aug,98.2
2006,9,Aug,106.2
2006,10,Aug,125.4
2006,11,Aug,127
2006,12,Aug,112.6
2006,13,Aug,111
2006,14,Aug,171.4
2006,15,Aug,178.2
2006,16,Aug,127
2006,17,Aug,106.2
2006,18,Aug,93.4
2006,19,Aug,99.8
2006,20,Aug,103
2006,21,Aug,82.5
2006,22,Aug,81
2006,23,Aug,78
2006,24,Aug,73.5
2006,25,Aug,67.5
2006,26,Aug,98.2
2006,27,Aug,139.8
2006,28,Aug,202
2006,29,Aug,212.2
2006,30,Aug,185
2006,31,Aug,267.6
2007,1,Aug,28.65
2007,2,Aug,39
2007,3,Aug,56.72
2007,4,Aug,52
2007,5,Aug,42.9
2007,6,Aug,44.2
2007,7,Aug,37.85
2007,8,Aug,33.25
2007,9,Aug,41.6
2007,10,Aug,46.8
2007,11,Aug,46.8
2007,12,Aug,40.3
2007,13,Aug,34.4
2007,14,Aug,32.1
2007,15,Aug,27.5
2007,16,Aug,28.65
2007,17,Aug,52
2007,18,Aug,44.2
2007,19,Aug,42.9
2007,20,Aug,37.85
2007,21,Aug,35.55
2007,22,Aug,40.3
2007,23,Aug,46.8
2007,24,Aug,61.45
2007,25,Aug,72.48
2007,26,Aug,78.77
2007,27,Aug,88.52
2007,28,Aug,75.62
2007,29,Aug,74.05
2007,30,Aug,75.62
2007,31,Aug,85.17
2008,1,Aug,40.1
2008,2,Aug,51.7
2008,3,Aug,116.05
2008,4,Aug,106.18
2008,5,Aug,74.1
2008,6,Aug,53.3
2008,7,Aug,41.3
2008,8,Aug,38.9
2008,9,Aug,77.3
2008,10,Aug,82.47
2008,11,Aug,67.7
2008,12,Aug,69.3
2008,13,Aug,94.32
2008,14,Aug,106.18
2008,15,Aug,130.8
2008,16,Aug,114.08
2008,17,Aug,84.45
2008,18,Aug,78.9
2008,19,Aug,82.47
2008,20,Aug,78.9
2008,21,Aug,75.7
2008,22,Aug,100.25
2008,23,Aug,102.23
2008,24,Aug,94.32
2008,25,Aug,92.35
2008,26,Aug,84.45
2008,27,Aug,67.7
2008,28,Aug,82.47
2008,29,Aug,96.3
2008,30,Aug,88.4
2008,31,Aug,70.9
2009,1,Aug,20.82
2009,2,Aug,16.8
2009,3,Aug,16.8
2009,4,Aug,16.8
2009,5,Aug,15.68
2009,6,Aug,14
2009,7,Aug,15.12
2009,8,Aug,24.32
2009,9,Aug,26.78
2009,10,Aug,24.32
2009,11,Aug,18.14
2009,12,Aug,17.47
2009,13,Aug,22.83
2009,14,Aug,24.32
2009,15,Aug,30.06
2009,16,Aug,30.88
2009,17,Aug,25.96
2009,18,Aug,22.83
2009,19,Aug,22.16
2009,20,Aug,25.96
2009,21,Aug,23.5
2009,22,Aug,20.15
2009,23,Aug,21.49
2009,24,Aug,75.7
2009,25,Aug,115.2
2009,26,Aug,110.4
2009,27,Aug,65.78
2009,28,Aug,46.17
2009,29,Aug,39.26
2009,30,Aug,36.02
2009,31,Aug,48.63
2010,1,Aug,72
2010,2,Aug,52.2
2010,3,Aug,58.7
2010,4,Aug,88.5
2010,5,Aug,91.6
2010,6,Aug,78
2010,7,Aug,67.5
2010,8,Aug,70.5
2010,9,Aug,50.9
2010,10,Aug,49.6
2010,11,Aug,64.5
2010,12,Aug,129.2
2010,13,Aug,190.3
2010,14,Aug,221.2
2010,15,Aug,194.1
2010,16,Aug,127.4
2010,17,Aug,88.5
2010,18,Aug,85.5
2010,19,Aug,102.8
2010,20,Aug,96.4
2010,21,Aug,64.5
2010,22,Aug,129.2
2010,23,Aug,190.3
2010,24,Aug,221.2
2010,25,Aug,194.1
2010,26,Aug,127.4
2010,27,Aug,88.5
2010,28,Aug,85.5
2010,29,Aug,102.8
2010,30,Aug,96.4
2010,31,Aug,158
2011,1,Aug,295.2
2011,2,Aug,470.4
2011,3,Aug,327
2011,4,Aug,230.6
2011,5,Aug,154.8
2011,6,Aug,129.8
2011,7,Aug,123
2011,8,Aug,126.4
2011,9,Aug,133.2
2011,10,Aug,164.05
2011,11,Aug,203.65
2011,12,Aug,232.7
2011,13,Aug,245.3
2011,14,Aug,220.1
2011,15,Aug,203.65
2011,16,Aug,213.9
2011,17,Aug,185.2
2011,18,Aug,175.15
2011,19,Aug,199.55
2011,20,Aug,218
2011,21,Aug,203.65
2011,22,Aug,228.5
2011,23,Aug,215.95
2011,24,Aug,185.2
2011,25,Aug,164.05
2011,26,Aug,255.8
2011,27,Aug,436.8
2011,28,Aug,386.8
2011,29,Aug,322.4
2011,30,Aug,245.3
2011,31,Aug,226.4
2012,1,Aug,19.9
2012,2,Aug,13.15
2012,3,Aug,12.2
2012,4,Aug,12.2
2012,5,Aug,12.2
2012,6,Aug,11.25
2012,7,Aug,12.2
2012,8,Aug,11.25
2012,9,Aug,16
2012,10,Aug,22.5
2012,11,Aug,23.8
2012,12,Aug,34.6
2012,13,Aug,33.2
2012,14,Aug,22.5
2012,15,Aug,14.1
2012,16,Aug,17.3
2012,17,Aug,30.4
2012,18,Aug,26.4
2012,19,Aug,21.2
2012,20,Aug,22.5
2012,21,Aug,29
2012,22,Aug,29
2012,23,Aug,36
2012,24,Aug,58.4
2012,25,Aug,71
2012,26,Aug,87.8
2012,27,Aug,75.2
2012,28,Aug,72.4
2012,29,Aug,71
2012,30,Aug,64
2012,31,Aug,55.6
2013,1,Aug,19.92
2013,2,Aug,19.08
2013,3,Aug,17.4
2013,4,Aug,14.04
2013,5,Aug,18.24
2013,6,Aug,19.08
2013,7,Aug,18.24
2013,8,Aug,15.72
2013,9,Aug,17.4
2013,10,Aug,87.4
2013,11,Aug,252.95
2013,12,Aug,252.95
2013,13,Aug,154.5
2013,14,Aug,94.6
2013,15,Aug,73
2013,16,Aug,80.2
2013,17,Aug,62.5
2013,18,Aug,49
2013,19,Aug,41.75
2013,20,Aug,38
2013,21,Aug,38
2013,22,Aug,67
2013,23,Aug,74.8
2013,24,Aug,74.8
2013,25,Aug,64
2013,26,Aug,50.5
2013,27,Aug,49
2013,28,Aug,43
2013,29,Aug,33
2013,30,Aug,28.4
2013,31,Aug,26.3
2014,1,Aug,43.55
2014,2,Aug,27.2
2014,3,Aug,31.95
2014,4,Aug,50.7
2014,5,Aug,48.8
2014,6,Aug,56.4
2014,7,Aug,89.9
2014,8,Aug,75.4
2014,9,Aug,64
2014,10,Aug,81.1
2014,11,Aug,67.8
2014,12,Aug,50.7
2014,13,Aug,39.2
2014,14,Aug,37.75
2014,15,Aug,56.4
2014,16,Aug,62.1
2014,17,Aug,48.8
2014,18,Aug,37.75
2014,19,Aug,33.4
2014,20,Aug,48.8
2014,21,Aug,87.6
2014,22,Aug,108.3
2014,23,Aug,71.6
2014,24,Aug,60.2
2014,25,Aug,54.5
2014,26,Aug,40.65
2014,27,Aug,87.6
2014,28,Aug,65.9
2014,29,Aug,87.6
2014,30,Aug,83
2014,31,Aug,152.4
2015,1,Aug,12.95
2015,2,Aug,15.8
2015,3,Aug,31.65
2015,4,Aug,15.8
2015,5,Aug,24.4
2015,6,Aug,16.75
2015,7,Aug,25.85
2015,8,Aug,50.4
2015,9,Aug,43.2
2015,10,Aug,21.5
2015,11,Aug,14.85
2015,12,Aug,78.7
2015,13,Aug,122.8
2015,14,Aug,92.2
2015,15,Aug,122.8
2015,16,Aug,97.6
2015,17,Aug,60.6
2015,18,Aug,43.2
2015,19,Aug,31.65
2015,20,Aug,21.5
2015,21,Aug,18.65
2015,22,Aug,33.1
2015,23,Aug,43.2
2015,24,Aug,33.1
2015,25,Aug,19.6
2015,26,Aug,15.8
2015,27,Aug,16.75
2015,28,Aug,16.75
2015,29,Aug,13.9
2015,30,Aug,12
2015,31,Aug,10.2
2016,1,Aug,41.25
2016,2,Aug,41.25
2016,3,Aug,35
2016,4,Aug,41.25
2016,5,Aug,56.35
2016,6,Aug,53.4
2016,7,Aug,79.1
2016,8,Aug,57.82
2016,9,Aug,40
2016,10,Aug,37.5
2016,11,Aug,28.88
2016,12,Aug,29.9
2016,13,Aug,24.8
2016,14,Aug,41.25
2016,15,Aug,28.88
2016,16,Aug,29.9
2016,17,Aug,27.86
2016,18,Aug,23.34
2016,19,Aug,20.42
2016,20,Aug,27.86
2016,21,Aug,89.6
2016,22,Aug,100.1
2016,23,Aug,54.88
2016,24,Aug,57.82
2016,25,Aug,63.73
2016,26,Aug,106.4
2016,27,Aug,98
2016,28,Aug,93.8
2016,29,Aug,102.2
2016,30,Aug,110.6
2016,31,Aug,91.7
2017,1,Aug,44.6
2017,2,Aug,34.8
2017,3,Aug,32
2017,4,Aug,29.6
2017,5,Aug,29.6
2017,6,Aug,29.6
2017,7,Aug,33.4
2017,8,Aug,51.7
2017,9,Aug,53.6
2017,10,Aug,51.7
2017,11,Aug,51.7
2017,12,Aug,39
2017,13,Aug,33.4
2017,14,Aug,27.2
2017,15,Aug,24.8
2017,16,Aug,47.9
2017,17,Aug,57.4
2017,18,Aug,49.8
2017,19,Aug,53.6
2017,20,Aug,57.4
2017,21,Aug,53.6
2017,22,Aug,72.5
2017,23,Aug,59.3
2017,24,Aug,53.6
2017,25,Aug,51.7
2017,26,Aug,95.2
2017,27,Aug,96.5
2017,28,Aug,123
2017,29,Aug,87.5
2017,30,Aug,85
2017,31,Aug,92.6
2018,1,Aug,48.5
2018,2,Aug,56.6
2018,3,Aug,93.6
2018,4,Aug,75.9
2018,5,Aug,73.55
2018,6,Aug,50
2018,7,Aug,48.5
2018,8,Aug,51.65
2018,9,Aug,30.65
2018,10,Aug,32.1
2018,11,Aug,45.5
2018,12,Aug,45.5
2018,13,Aug,30.65
2018,14,Aug,24.85
2018,15,Aug,20.5
2018,16,Aug,23.4
2018,17,Aug,23.4
2018,18,Aug,82.95
2018,19,Aug,274
2018,20,Aug,191.8
2018,21,Aug,121.5
2018,22,Aug,106.5
2018,23,Aug,85.3
2018,24,Aug,73.55
2018,25,Aug,75.9
2018,26,Aug,66.5
2018,27,Aug,82.95
2018,28,Aug,97.2
2018,29,Aug,85.3
2018,30,Aug,64.85
2018,31,Aug,56.6
2019,1,Aug,17.8
2019,2,Aug,28.2
2019,3,Aug,18.6
2019,4,Aug,14.6
2019,5,Aug,30.6
2019,6,Aug,52.7
2019,7,Aug,52.7
2019,8,Aug,28.2
2019,9,Aug,17.8
2019,10,Aug,16.2
2019,11,Aug,33
2019,12,Aug,23.4
2019,13,Aug,27
2019,14,Aug,16.2
2019,15,Aug,37.2
2019,16,Aug,20.2
2019,17,Aug,62.2
2019,18,Aug,56.5
2019,19,Aug,33
2019,20,Aug,21
2019,21,Aug,23.4
2019,22,Aug,37.2
2019,23,Aug,99.4
2019,24,Aug,113.7
2019,25,Aug,129.65
2019,26,Aug,100.8
2019,27,Aug,60.3
2019,28,Aug,60.3
2019,29,Aug,52.7
2019,30,Aug,54.6
2019,31,Aug,95.2
1921,1,Sep,180
1921,2,Sep,252
1921,3,Sep,188
1921,4,Sep,194
1921,5,Sep,152
1921,6,Sep,124
1921,7,Sep,107
1921,8,Sep,95
1921,9,Sep,95
1921,10,Sep,102
1921,11,Sep,127
1921,12,Sep,100
1921,13,Sep,84
1921,14,Sep,74
1921,15,Sep,69
1921,16,Sep,91
1921,17,Sep,112
1921,18,Sep,94
1921,19,Sep,83
1921,20,Sep,85
1921,21,Sep,110
1921,22,Sep,132
1921,23,Sep,131
1921,24,Sep,174
1921,25,Sep,215
1921,26,Sep,227
1921,27,Sep,225
1921,28,Sep,314
1921,29,Sep,273
1921,30,Sep,321
1922,1,Sep,106
1922,2,Sep,205
1922,3,Sep,160
1922,4,Sep,154
1922,5,Sep,216
1922,6,Sep,225
1922,7,Sep,140
1922,8,Sep,137
1922,9,Sep,106
1922,10,Sep,147
1922,11,Sep,118
1922,12,Sep,92
1922,13,Sep,108
1922,14,Sep,123
1922,15,Sep,181
1922,16,Sep,174
1922,17,Sep,145
1922,18,Sep,147
1922,19,Sep,131
1922,20,Sep,108
1922,21,Sep,102
1922,22,Sep,95
1922,23,Sep,83
1922,24,Sep,84
1922,25,Sep,77
1922,26,Sep,77
1922,27,Sep,70
1922,28,Sep,71
1922,29,Sep,72
1922,30,Sep,72
1923,1,Sep,153
1923,2,Sep,108
1923,3,Sep,93
1923,4,Sep,84
1923,5,Sep,82
1923,6,Sep,82
1923,7,Sep,73
1923,8,Sep,69
1923,9,Sep,64
1923,10,Sep,66
1923,11,Sep,67
1923,12,Sep,83
1923,13,Sep,113
1923,14,Sep,86
1923,15,Sep,85
1923,16,Sep,95
1923,17,Sep,86
1923,18,Sep,74
1923,19,Sep,67
1923,20,Sep,66
1923,21,Sep,80
1923,22,Sep,74
1923,23,Sep,70
1923,24,Sep,60
1923,25,Sep,59
1923,26,Sep,56
1923,27,Sep,51
1923,28,Sep,49
1923,29,Sep,49
1923,30,Sep,47
1924,1,Sep,122
1924,2,Sep,114
1924,3,Sep,104
1924,4,Sep,108
1924,5,Sep,154
1924,6,Sep,147
1924,7,Sep,140
1924,8,Sep,108
1924,9,Sep,111
1924,10,Sep,149
1924,11,Sep,186
1924,12,Sep,240
1924,13,Sep,199
1924,14,Sep,154
1924,15,Sep,140
1924,16,Sep,153
1924,17,Sep,331
